route_id,flight_number,airline_id,source_airport_id,destination_airport_id,scheduled_departure_time,scheduled_arrival_time,arrival_day_offset
40,3U1036,74,56,54,18:27:00,23:40:00,0
41,3U1049,74,43,51,11:24:00,17:05:00,0
42,3U1051,74,72,59,09:18:00,11:48:00,0
43,3U1055,74,52,69,08:03:00,10:47:00,0
44,3U1065,74,124,52,07:29:00,13:46:00,0
45,3U1072,74,36,82,07:34:00,12:02:00,0
46,3U1074,74,153,52,15:38:00,20:28:00,0
47,3U1075,74,27,50,10:14:00,15:57:00,0
48,3U1078,74,51,79,20:27:00,01:53:00,1
49,3U1083,74,52,71,18:27:00,23:53:00,0
50,3U1103,74,82,36,19:07:00,23:35:00,0
51,3U1112,74,50,36,10:41:00,14:16:00,0
52,3U1118,74,44,50,09:18:00,15:10:00,0
53,3U1142,74,27,43,08:01:00,12:26:00,0
54,3U1145,74,14,50,11:29:00,17:33:00,0
55,3U1160,74,37,109,15:06:00,17:16:00,0
56,3U1170,74,33,50,20:50:00,01:31:00,1
57,3U1170,74,45,83,06:46:00,12:26:00,0
58,3U1175,74,153,76,14:31:00,20:07:00,0
59,3U1195,74,50,44,03:51:00,09:43:00,0
60,3U1218,74,53,52,09:21:00,11:09:00,0
61,3U1225,74,52,69,03:59:00,06:43:00,0
62,3U1228,74,28,43,11:28:00,16:20:00,0
63,3U1239,74,107,52,15:38:00,18:44:00,0
64,3U1257,74,14,52,14:41:00,21:27:00,0
65,3U1268,74,30,42,01:33:00,04:53:00,0
66,3U1276,74,107,37,11:27:00,14:52:00,0
67,3U1277,74,51,121,10:48:00,15:56:00,0
68,3U1290,74,57,162,06:31:00,11:04:00,0
69,3U1322,74,79,59,22:49:00,01:57:00,1
70,3U1325,74,37,52,13:08:00,16:12:00,0
71,3U1333,74,50,14,08:04:00,14:08:00,0
72,3U1335,74,71,37,15:45:00,22:33:00,0
73,3U1356,74,22,104,09:36:00,13:40:00,0
74,3U1376,74,39,34,12:25:00,18:11:00,0
75,3U1384,74,52,36,13:31:00,16:29:00,0
76,3U1393,74,51,126,10:02:00,15:43:00,0
77,3U1399,74,35,52,12:27:00,17:10:00,0
78,3U1447,74,35,50,14:28:00,18:09:00,0
79,3U1475,74,111,52,09:15:00,13:10:00,0
80,3U1478,74,69,134,08:45:00,11:58:00,0
81,3U1494,74,126,52,12:10:00,18:36:00,0
82,3U1512,74,151,36,01:26:00,04:32:00,0
83,3U1519,74,44,68,13:37:00,19:57:00,0
84,3U1541,74,52,28,14:45:00,19:43:00,0
85,3U1550,74,71,52,07:45:00,13:11:00,0
86,3U1554,74,35,50,13:59:00,17:40:00,0
87,3U1556,74,120,37,00:20:00,04:51:00,0
88,3U1561,74,44,41,05:58:00,08:49:00,0
89,3U1567,74,39,79,06:33:00,13:00:00,0
90,3U1576,74,45,52,09:14:00,15:08:00,0
91,3U1576,74,79,52,07:32:00,13:12:00,0
92,3U1600,74,56,54,13:57:00,19:10:00,0
93,3U1619,74,22,100,10:37:00,12:40:00,0
94,3U1638,74,94,37,10:57:00,16:20:00,0
95,3U1640,74,45,52,11:13:00,17:07:00,0
96,3U1648,74,35,32,08:36:00,13:18:00,0
97,3U1689,74,44,68,12:03:00,18:23:00,0
98,3U1691,74,71,50,09:25:00,15:31:00,0
99,3U1705,74,68,126,14:28:00,20:22:00,0
100,3U1748,74,28,87,06:22:00,07:53:00,0
101,3U1756,74,27,43,12:02:00,16:27:00,0
102,3U1767,74,43,27,13:59:00,18:24:00,0
103,3U1768,74,73,50,09:13:00,14:42:00,0
104,3U1775,74,50,72,15:12:00,20:33:00,0
105,3U1784,74,57,90,14:15:00,19:50:00,0
106,3U1788,74,52,124,13:17:00,19:34:00,0
107,3U1794,74,30,39,19:52:00,00:43:00,1
108,3U1796,74,43,75,09:13:00,14:58:00,0
109,3U1801,74,52,154,14:05:00,16:29:00,0
110,3U1803,74,81,50,10:44:00,15:48:00,0
111,3U1841,74,121,51,12:27:00,17:35:00,0
112,3U1845,74,43,52,15:54:00,22:11:00,0
113,3U1865,74,57,79,11:49:00,17:36:00,0
114,3U1881,74,59,57,12:07:00,16:00:00,0
115,3U1893,74,44,50,12:15:00,18:07:00,0
116,3U1895,74,27,43,13:12:00,17:37:00,0
117,3U1904,74,59,57,12:22:00,16:15:00,0
118,3U1905,74,107,178,02:59:00,04:51:00,0
119,3U1912,74,98,73,06:45:00,11:52:00,0
120,3U1913,74,52,136,14:57:00,19:29:00,0
121,3U1913,74,68,52,07:49:00,13:20:00,0
122,3U1914,74,71,52,15:04:00,20:30:00,0
123,3U1930,74,24,50,06:18:00,23:04:00,0
124,3U1934,74,114,52,12:20:00,17:27:00,0
125,3U1947,74,52,80,06:57:00,08:24:00,0
126,3U1954,74,74,37,07:36:00,11:02:00,0
127,3U1990,74,40,30,07:18:00,10:20:00,0
128,3U2002,74,28,50,06:31:00,11:11:00,0
129,3U2020,74,178,107,19:14:00,21:06:00,0
130,3U2043,74,72,68,11:05:00,18:15:00,0
131,3U2050,74,192,37,06:49:00,09:51:00,0
132,3U2053,74,37,42,23:36:00,05:13:00,1
133,3U2071,74,100,22,07:18:00,09:21:00,0
134,3U2084,74,34,50,07:25:00,11:31:00,0
135,3U2088,74,43,34,18:13:00,21:59:00,0
136,3U2089,74,51,39,13:05:00,15:18:00,0
137,3U2093,74,47,39,05:05:00,12:15:00,0
138,3U2096,74,25,137,15:05:00,20:20:00,0
139,3U2107,74,57,73,09:19:00,15:16:00,0
140,3U2131,74,120,37,09:34:00,14:05:00,0
141,3U2139,74,38,52,14:32:00,18:51:00,0
142,3U2161,74,107,52,10:02:00,13:08:00,0
143,3U2167,74,50,104,07:17:00,09:49:00,0
144,3U2168,74,65,52,06:45:00,14:31:00,0
145,3U2184,74,50,100,12:47:00,17:09:00,0
146,3U2185,74,96,45,08:23:00,12:33:00,0
147,3U2196,74,100,22,11:41:00,13:44:00,0
148,3U2197,74,52,71,03:27:00,08:53:00,0
149,3U2203,74,153,76,15:09:00,20:45:00,0
150,3U2215,74,50,81,18:11:00,23:15:00,0
151,3U2247,74,52,41,15:26:00,20:37:00,0
152,3U2281,74,57,44,11:07:00,17:24:00,0
153,3U2282,74,50,75,09:59:00,14:46:00,0
154,3U2287,74,45,50,14:43:00,19:58:00,0
155,3U2288,74,192,71,06:32:00,11:56:00,0
156,3U2294,74,76,153,04:35:00,10:11:00,0
157,3U2300,74,45,52,14:26:00,20:20:00,0
158,3U2305,74,42,30,08:30:00,11:50:00,0
159,3U2331,74,52,72,09:44:00,15:34:00,0
160,3U2342,74,76,30,08:53:00,15:16:00,0
161,3U2349,74,104,22,03:05:00,07:09:00,0
162,3U2362,74,68,74,15:34:00,20:37:00,0
163,3U2364,74,33,137,06:15:00,10:49:00,0
164,3U2366,74,43,34,19:49:00,23:35:00,0
165,3U2372,74,68,74,15:05:00,20:08:00,0
166,3U2381,74,40,37,09:02:00,14:36:00,0
167,3U2391,74,39,72,07:55:00,14:42:00,0
168,3U2402,74,76,44,13:20:00,18:29:00,0
169,3U2410,74,41,39,00:58:00,06:30:00,0
170,3U2429,74,35,52,06:06:00,10:49:00,0
171,3U2432,74,52,186,08:55:00,15:03:00,0
172,3U2457,74,22,100,19:22:00,21:25:00,0
173,3U2457,74,43,59,10:33:00,14:43:00,0
174,3U2465,74,50,14,12:06:00,18:10:00,0
175,3U2483,74,52,191,12:33:00,14:45:00,0
176,3U2493,74,50,25,12:00:00,17:45:00,0
177,3U2499,74,37,120,09:17:00,13:48:00,0
178,3U2500,74,72,50,15:32:00,20:53:00,0
179,3U2500,74,192,37,03:54:00,06:56:00,0
180,3U2506,74,37,74,23:22:00,02:48:00,1
181,3U2524,74,50,52,11:47:00,13:27:00,0
182,3U2538,74,52,53,15:23:00,17:11:00,0
183,3U2570,74,25,52,08:18:00,14:25:00,0
184,3U2589,74,50,27,15:11:00,20:54:00,0
185,3U2600,74,39,40,12:29:00,18:27:00,0
186,3U2602,74,41,52,12:34:00,17:45:00,0
187,3U2614,74,52,186,21:44:00,03:52:00,1
188,3U2616,74,44,41,09:00:00,11:51:00,0
189,3U2620,74,47,52,08:54:00,15:24:00,0
190,3U2624,74,43,28,10:31:00,15:23:00,0
191,3U2649,74,74,68,09:17:00,14:20:00,0
192,3U2649,74,126,68,11:18:00,17:12:00,0
193,3U2651,74,25,50,06:30:00,12:15:00,0
194,3U2657,74,51,121,13:55:00,19:03:00,0
195,3U2661,74,37,107,17:03:00,20:28:00,0
196,3U2676,74,39,41,09:32:00,15:04:00,0
197,3U2727,74,39,50,07:18:00,10:16:00,0
198,3U2757,74,31,90,22:09:00,03:47:00,1
199,3U2765,74,57,37,09:38:00,16:48:00,0
200,3U2773,74,52,107,16:02:00,19:08:00,0
201,3U2787,74,107,178,12:15:00,14:07:00,0
202,3U2791,74,37,72,07:07:00,11:17:00,0
203,3U2799,74,59,57,09:32:00,13:25:00,0
204,3U2808,74,43,28,10:16:00,15:08:00,0
205,3U2823,74,151,36,05:52:00,08:58:00,0
206,3U2832,74,37,52,13:13:00,16:17:00,0
207,3U2850,74,25,178,06:35:00,11:40:00,0
208,3U2871,74,68,50,09:30:00,14:36:00,0
209,3U2882,74,35,50,14:12:00,17:53:00,0
210,3U2902,74,72,39,06:18:00,13:05:00,0
211,3U2946,74,36,51,10:38:00,15:25:00,0
212,3U2955,74,52,53,12:06:00,13:54:00,0
213,3U2956,74,33,137,22:39:00,03:13:00,1
214,3U2972,74,50,59,14:50:00,21:23:00,0
215,3U3001,74,44,75,15:54:00,21:45:00,0
216,3U3008,74,79,52,08:47:00,14:27:00,0
217,3U3024,74,44,39,20:13:00,03:09:00,1
218,3U3029,74,40,39,10:50:00,16:48:00,0
219,3U3033,74,94,37,09:34:00,14:57:00,0
220,3U3051,74,50,29,02:45:00,07:04:00,0
221,3U3060,74,52,90,20:22:00,01:50:00,1
222,3U3068,74,36,51,11:03:00,15:50:00,0
223,3U3092,74,35,121,12:17:00,15:52:00,0
224,3U3125,74,52,36,06:11:00,09:09:00,0
225,3U3136,74,57,72,13:19:00,18:37:00,0
226,3U3188,74,34,50,02:47:00,06:53:00,0
227,3U3191,74,153,76,07:29:00,13:05:00,0
228,3U3205,74,57,126,09:51:00,16:38:00,0
229,3U3218,74,52,79,06:25:00,12:05:00,0
230,3U3218,74,59,50,06:50:00,13:23:00,0
231,3U3225,74,87,28,23:06:00,00:37:00,1
232,3U3251,74,44,76,07:17:00,12:26:00,0
233,3U3263,74,52,35,14:55:00,19:38:00,0
234,3U3276,74,52,47,15:48:00,22:18:00,0
235,3U3279,74,52,126,21:11:00,03:37:00,1
236,3U3308,74,52,186,05:25:00,11:33:00,0
237,3U3308,74,56,37,14:48:00,22:34:00,0
238,3U3357,74,37,72,23:45:00,03:55:00,1
239,3U3358,74,52,46,10:18:00,15:49:00,0
240,3U3361,74,50,37,13:42:00,16:21:00,0
241,3U3362,74,33,137,14:48:00,19:22:00,0
242,3U3368,74,76,28,06:27:00,11:29:00,0
243,3U3370,74,25,52,06:12:00,12:19:00,0
244,3U3370,74,162,57,20:00:00,00:33:00,1
245,3U3385,74,15,39,11:21:00,18:05:00,0
246,3U3391,74,50,104,23:24:00,01:56:00,1
247,3U3402,74,30,52,03:56:00,08:25:00,0
248,3U3402,74,52,22,17:11:00,22:35:00,0
249,3U3418,74,59,50,19:53:00,02:26:00,1
250,3U3436,74,43,52,10:46:00,17:03:00,0
251,3U3470,74,134,45,12:40:00,18:21:00,0
252,3U3475,74,124,50,09:57:00,15:35:00,0
253,3U3479,74,37,40,14:02:00,19:36:00,0
254,3U3494,74,76,28,06:15:00,11:17:00,0
255,3U3504,74,51,79,08:13:00,13:39:00,0
256,3U3511,74,39,41,13:59:00,19:31:00,0
257,3U3512,74,154,52,08:19:00,10:43:00,0
258,3U3516,74,107,178,11:49:00,13:41:00,0
259,3U3542,74,134,45,07:30:00,13:11:00,0
260,3U3559,74,45,57,08:12:00,14:17:00,0
261,3U3559,74,68,74,12:08:00,17:11:00,0
262,3U3580,74,39,51,20:31:00,22:44:00,0
263,3U3590,74,107,71,07:45:00,13:14:00,0
264,3U3605,74,30,40,13:01:00,16:03:00,0
265,3U3616,74,137,39,06:13:00,10:01:00,0
266,3U3621,74,96,50,12:17:00,14:23:00,0
267,3U3622,74,27,43,00:13:00,04:38:00,0
268,3U3640,74,39,50,15:23:00,18:21:00,0
269,3U3641,74,52,126,13:13:00,19:39:00,0
270,3U3676,74,56,52,15:03:00,22:25:00,0
271,3U3696,74,137,33,08:01:00,12:35:00,0
272,3U3700,74,33,137,08:48:00,13:22:00,0
273,3U3722,74,50,68,11:28:00,16:34:00,0
274,3U3733,74,35,32,17:47:00,22:29:00,0
275,3U3733,74,37,192,09:43:00,12:45:00,0
276,3U3760,74,50,60,15:37:00,21:35:00,0
277,3U3766,74,45,134,13:41:00,19:22:00,0
278,3U3770,74,50,45,02:48:00,08:03:00,0
279,3U3782,74,52,28,13:06:00,18:04:00,0
280,3U3805,74,56,52,15:26:00,22:48:00,0
281,3U3805,74,107,134,09:48:00,12:42:00,0
282,3U3807,74,50,41,13:16:00,17:38:00,0
283,3U3811,74,39,45,10:51:00,17:19:00,0
284,3U3819,74,30,126,11:01:00,14:41:00,0
285,3U3821,74,34,43,07:57:00,11:43:00,0
286,3U3824,74,22,104,04:21:00,08:25:00,0
287,3U3837,74,79,59,14:04:00,17:12:00,0
288,3U3855,74,114,52,13:12:00,18:19:00,0
289,3U3870,74,76,44,07:19:00,12:28:00,0
290,3U3872,74,50,96,14:19:00,16:25:00,0
291,3U3877,74,39,79,10:51:00,17:18:00,0
292,3U3880,74,51,126,19:57:00,01:38:00,1
293,3U3883,74,52,30,15:36:00,20:05:00,0
294,3U3893,74,68,74,12:44:00,17:47:00,0
295,3U3898,74,52,153,07:08:00,11:58:00,0
296,3U3901,74,34,43,09:49:00,13:35:00,0
297,3U3910,74,39,37,08:25:00,13:20:00,0
298,3U3927,74,192,71,07:50:00,13:14:00,0
299,3U3937,74,68,72,13:22:00,20:32:00,0
300,3U3951,74,45,39,12:45:00,19:13:00,0
301,3U3961,74,39,72,18:20:00,01:07:00,1
302,3U3967,74,134,107,07:59:00,10:53:00,0
303,3U3979,74,68,45,11:38:00,17:54:00,0
304,3U3984,74,83,45,17:11:00,22:51:00,0
305,3U3990,74,50,72,14:52:00,20:13:00,0
306,3U4001,74,30,76,13:10:00,19:33:00,0
307,3U4017,74,50,32,14:36:00,18:07:00,0
308,3U4022,74,36,50,06:52:00,10:27:00,0
309,3U4058,74,151,36,06:25:00,09:31:00,0
310,3U4060,74,52,27,13:27:00,19:35:00,0
311,3U4062,74,65,52,06:10:00,13:56:00,0
312,3U4075,74,100,50,12:47:00,17:09:00,0
313,3U4092,74,100,22,12:17:00,14:20:00,0
314,3U4104,74,52,111,08:23:00,12:18:00,0
315,3U4115,74,28,76,12:09:00,17:11:00,0
316,3U4126,74,44,50,01:12:00,07:04:00,0
317,3U4129,74,134,69,09:45:00,12:58:00,0
318,3U4132,74,52,40,15:31:00,21:32:00,0
319,3U4135,74,45,134,17:37:00,23:18:00,0
320,3U4139,74,52,35,15:39:00,20:22:00,0
321,3U4143,74,74,37,07:04:00,10:30:00,0
322,3U4144,74,109,37,19:40:00,21:50:00,0
323,3U4146,74,52,29,09:04:00,14:10:00,0
324,3U4146,74,52,68,12:10:00,17:41:00,0
325,3U4152,74,137,33,11:45:00,16:19:00,0
326,3U4154,74,68,51,11:07:00,15:12:00,0
327,3U4162,74,59,50,10:15:00,16:48:00,0
328,3U4165,74,107,37,15:10:00,18:35:00,0
329,3U4177,74,37,94,10:11:00,15:34:00,0
330,3U4190,74,126,52,08:26:00,14:52:00,0
331,3U4195,74,124,50,02:27:00,08:05:00,0
332,3U4202,74,76,52,09:58:00,17:32:00,0
333,3U4216,74,52,56,09:47:00,17:09:00,0
334,3U4217,74,50,73,12:23:00,17:52:00,0
335,3U4225,74,191,52,12:31:00,14:43:00,0
336,3U4230,74,52,43,14:55:00,21:12:00,0
337,3U4231,74,47,39,09:34:00,16:44:00,0
338,3U4247,74,27,57,06:16:00,11:11:00,0
339,3U4253,74,32,52,11:51:00,16:06:00,0
340,3U4257,74,31,68,09:13:00,12:36:00,0
341,3U4260,74,37,74,14:13:00,17:39:00,0
342,3U4265,74,52,36,10:28:00,13:26:00,0
343,3U4302,74,52,33,12:55:00,18:14:00,0
344,3U4305,74,68,72,10:25:00,17:35:00,0
345,3U4311,74,51,43,08:46:00,14:27:00,0
346,3U4317,74,52,45,18:22:00,00:16:00,1
347,3U4323,74,39,40,15:20:00,21:18:00,0
348,3U4323,74,52,37,07:41:00,10:45:00,0
349,3U4331,74,68,31,05:37:00,09:00:00,0
350,3U4347,74,52,71,15:16:00,20:42:00,0
351,3U4365,74,52,51,16:34:00,19:07:00,0
352,3U4368,74,34,43,09:21:00,13:07:00,0
353,3U4369,74,27,83,14:45:00,19:16:00,0
354,3U4370,74,52,30,13:43:00,18:12:00,0
355,3U4376,74,36,82,08:52:00,13:20:00,0
356,3U4392,74,45,57,13:43:00,19:48:00,0
357,3U4396,74,57,90,10:50:00,16:25:00,0
358,3U4400,74,126,30,13:42:00,17:22:00,0
359,3U4410,74,43,75,09:49:00,15:34:00,0
360,3U4441,74,68,44,06:06:00,12:26:00,0
361,3U4451,74,73,40,02:49:00,06:27:00,0
362,3U4456,74,50,104,08:49:00,11:21:00,0
363,3U4457,74,50,100,16:51:00,21:13:00,0
364,3U4471,74,75,98,15:01:00,17:00:00,0
365,3U4478,74,30,76,09:46:00,16:09:00,0
366,3U4481,74,50,104,07:59:00,10:31:00,0
367,3U4485,74,44,41,01:53:00,04:44:00,0
368,3U4501,74,57,162,13:24:00,17:57:00,0
369,3U4507,74,29,50,07:36:00,11:55:00,0
370,3U4510,74,50,39,08:29:00,11:27:00,0
371,3U4536,74,56,54,14:33:00,19:46:00,0
372,3U4541,74,57,162,18:52:00,23:25:00,0
373,3U4544,74,37,57,06:20:00,13:30:00,0
374,3U4565,74,79,39,21:09:00,03:36:00,1
375,3U4567,74,37,71,14:23:00,21:11:00,0
376,3U4577,74,43,34,06:29:00,10:15:00,0
377,3U4577,74,76,153,07:11:00,12:47:00,0
378,3U4580,74,50,39,14:22:00,17:20:00,0
379,3U4583,74,39,38,06:04:00,08:09:00,0
380,3U4584,74,50,43,10:38:00,16:15:00,0
381,3U4587,74,54,56,12:10:00,17:23:00,0
382,3U4637,74,39,137,23:08:00,02:56:00,1
383,3U4637,74,56,52,11:46:00,19:08:00,0
384,3U4645,74,107,52,17:16:00,20:22:00,0
385,3U4665,74,52,45,10:24:00,16:18:00,0
386,3U4665,74,98,75,16:41:00,18:40:00,0
387,3U4678,74,52,35,08:01:00,12:44:00,0
388,3U4684,74,79,51,13:40:00,19:06:00,0
389,3U4699,74,56,37,07:03:00,14:49:00,0
390,3U4716,74,40,39,08:56:00,14:54:00,0
391,3U4719,74,52,41,06:21:00,11:32:00,0
392,3U4721,74,34,39,12:17:00,18:03:00,0
393,3U4722,74,50,34,07:17:00,11:23:00,0
394,3U4726,74,104,50,07:43:00,10:15:00,0
395,3U4728,74,71,37,00:27:00,07:15:00,0
396,3U4736,74,45,52,15:09:00,21:03:00,0
397,3U4744,74,73,57,06:51:00,12:48:00,0
398,3U4779,74,52,14,06:49:00,13:35:00,0
399,3U4795,74,45,134,06:59:00,12:40:00,0
400,3U4800,74,33,52,01:37:00,06:56:00,0
401,3U4804,74,37,107,07:24:00,10:49:00,0
402,3U4808,74,44,50,08:24:00,14:16:00,0
403,3U4810,74,39,38,09:15:00,11:20:00,0
404,3U4818,74,126,57,08:12:00,14:59:00,0
405,3U4837,74,40,37,07:26:00,13:00:00,0
406,3U4839,74,52,107,12:43:00,15:49:00,0
407,3U4840,74,124,52,11:05:00,17:22:00,0
408,3U4846,74,42,37,12:01:00,17:38:00,0
409,3U4854,74,43,50,15:00:00,20:37:00,0
410,3U4857,74,51,68,08:26:00,12:31:00,0
411,3U4874,74,72,37,09:02:00,13:12:00,0
412,3U4881,74,34,43,13:16:00,17:02:00,0
413,3U4881,74,191,52,16:07:00,18:19:00,0
414,3U4884,74,27,57,06:18:00,11:13:00,0
415,3U4904,74,114,52,12:05:00,17:12:00,0
416,3U4919,74,39,45,21:15:00,03:43:00,1
417,3U4923,74,40,52,12:51:00,18:52:00,0
418,3U4924,74,57,44,15:40:00,21:57:00,0
419,3U4945,74,79,59,11:57:00,15:05:00,0
420,3U4947,74,37,74,11:46:00,15:12:00,0
421,3U4954,74,44,76,09:01:00,14:10:00,0
422,3U5004,74,178,25,08:32:00,13:37:00,0
423,3U5012,74,34,83,11:26:00,17:23:00,0
424,3U5060,74,37,74,09:34:00,13:00:00,0
425,3U5073,74,90,31,10:45:00,16:23:00,0
426,3U5090,74,107,52,14:27:00,17:33:00,0
427,3U5098,74,107,50,14:38:00,18:33:00,0
428,3U5102,74,44,57,20:37:00,02:54:00,1
429,3U5108,74,52,69,14:58:00,17:42:00,0
430,3U5146,74,22,52,09:24:00,14:48:00,0
431,3U5150,74,27,52,14:35:00,20:43:00,0
432,3U5169,74,40,37,09:34:00,15:08:00,0
433,3U5184,74,121,51,20:47:00,01:55:00,1
434,3U5185,74,52,27,12:22:00,18:30:00,0
435,3U5195,74,30,50,10:41:00,13:59:00,0
436,3U5195,74,73,98,05:29:00,10:36:00,0
437,3U5208,74,107,37,07:46:00,11:11:00,0
438,3U5216,74,120,37,13:04:00,17:35:00,0
439,3U5237,74,34,57,07:48:00,14:07:00,0
440,3U5244,74,73,98,10:02:00,15:09:00,0
441,3U5253,74,37,109,07:49:00,09:59:00,0
442,3U5270,74,79,57,10:08:00,15:55:00,0
443,3U5271,74,82,36,15:23:00,19:51:00,0
444,3U5275,74,28,43,07:05:00,11:57:00,0
445,3U5282,74,27,83,06:03:00,10:34:00,0
446,3U5283,74,104,22,14:54:00,18:58:00,0
447,3U5290,74,68,134,08:47:00,14:25:00,0
448,3U5295,74,80,52,19:29:00,20:56:00,0
449,3U5302,74,50,33,17:47:00,22:28:00,0
450,3U5314,74,52,126,16:41:00,23:07:00,0
451,3U5325,74,44,75,10:55:00,16:46:00,0
452,3U5346,74,52,27,14:57:00,21:05:00,0
453,3U5375,74,50,56,09:39:00,17:25:00,0
454,3U5376,74,45,57,07:31:00,13:36:00,0
455,3U5383,74,126,51,11:07:00,16:48:00,0
456,3U5386,74,39,111,09:53:00,12:14:00,0
457,3U5394,74,57,59,13:22:00,17:15:00,0
458,3U5396,74,183,52,11:38:00,14:12:00,0
459,3U5416,74,22,104,06:14:00,10:18:00,0
460,3U5421,74,30,76,12:39:00,19:02:00,0
461,3U5421,74,57,72,11:45:00,17:03:00,0
462,3U5423,74,52,39,07:56:00,10:45:00,0
463,3U5423,74,114,40,06:34:00,08:33:00,0
464,3U5427,74,50,73,01:11:00,06:40:00,0
465,3U5431,74,50,34,14:12:00,18:18:00,0
466,3U5438,74,56,37,12:53:00,20:39:00,0
467,3U5446,74,60,50,08:59:00,14:57:00,0
468,3U5459,74,37,192,14:30:00,17:32:00,0
469,3U5473,74,76,79,09:02:00,13:32:00,0
470,3U5481,74,39,34,14:37:00,20:23:00,0
471,3U5481,74,72,68,12:44:00,19:54:00,0
472,3U5498,74,72,50,15:04:00,20:25:00,0
473,3U5513,74,51,43,06:13:00,11:54:00,0
474,3U5522,74,90,52,10:26:00,15:54:00,0
475,3U5533,74,37,50,11:27:00,14:06:00,0
476,3U5550,74,50,107,15:25:00,19:20:00,0
477,3U5561,74,39,52,15:05:00,17:54:00,0
478,3U5565,74,186,52,14:03:00,20:11:00,0
479,3U5571,74,52,137,12:11:00,14:33:00,0
480,3U5586,74,134,45,16:12:00,21:53:00,0
481,3U5594,74,50,60,13:06:00,19:04:00,0
482,3U5597,74,52,76,10:36:00,18:10:00,0
483,3U5603,74,183,52,04:27:00,07:01:00,0
484,3U5607,74,121,51,07:09:00,12:17:00,0
485,3U5622,74,57,45,14:19:00,20:24:00,0
486,3U5666,74,51,43,11:27:00,17:08:00,0
487,3U5671,74,111,52,12:54:00,16:49:00,0
488,3U5672,74,51,43,09:25:00,15:06:00,0
489,3U5679,74,52,38,10:33:00,14:52:00,0
490,3U5701,74,50,44,13:53:00,19:45:00,0
491,3U5712,74,57,126,12:37:00,19:24:00,0
492,3U5729,74,34,83,10:35:00,16:32:00,0
493,3U5732,74,39,15,06:05:00,12:49:00,0
494,3U5740,74,52,45,12:00:00,17:54:00,0
495,3U5744,74,43,51,01:13:00,06:54:00,0
496,3U5765,74,37,107,02:44:00,06:09:00,0
497,3U5767,74,51,121,14:10:00,19:18:00,0
498,3U5781,74,96,50,08:33:00,10:39:00,0
499,3U5786,74,136,52,15:57:00,20:29:00,0
500,3U5786,74,180,52,14:37:00,19:47:00,0
501,3U5788,74,52,68,12:45:00,18:16:00,0
502,3U5789,74,75,52,07:18:00,12:35:00,0
503,3U5793,74,50,24,08:02:00,00:48:00,1
504,3U5794,74,192,71,11:35:00,16:59:00,0
505,3U5803,74,83,27,07:20:00,11:51:00,0
506,3U5806,74,43,27,13:44:00,18:09:00,0
507,3U5831,74,30,42,10:11:00,13:31:00,0
508,3U5831,74,74,68,08:47:00,13:50:00,0
509,3U5843,74,52,88,13:58:00,19:22:00,0
510,3U5847,74,45,96,11:02:00,15:12:00,0
511,3U5850,74,34,52,20:32:00,01:21:00,1
512,3U5867,74,52,41,13:22:00,18:33:00,0
513,3U5870,74,50,52,01:17:00,02:57:00,0
514,3U5883,74,76,30,09:00:00,15:23:00,0
